BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
3753,JEAN,"down. And then, when I serve in a house, I regard myself in a sense",0.44,0.3,0.46,0.2,L,5/10
3754,JEAN,"as a member of the family, as a child of the house, and you don't",0.44,0.3,0.46,0.2,L,5/10
3755,JEAN,call it theft when children pick a few of the berries that load,0.44,0.3,0.46,0.2,L,5/10
3756,JEAN,"down the vines. [His passion is aroused once more] Miss Julia, you",0.44,0.3,0.46,0.2,L,5/10
3757,JEAN,"are a magnificent woman, and far too good for one like me. You were",0.44,0.3,0.46,0.2,L,5/10
3758,JEAN,"swept along by a spell of intoxication, and now you want to cover",0.44,0.3,0.46,0.2,L,5/10
3759,JEAN,up your mistake by making yourself believe that you are in love,0.44,0.3,0.45,0.2,L,5/10
3760,JEAN,"with me. Well, you are not, unless possibly my looks might tempt",0.44,0.3,0.45,0.2,L,5/10
3761,JEAN,you-—in which case your love is no better than mine. I could never,0.44,0.3,0.45,0.2,L,5/10
3762,JEAN,rest satisfied with having you care for nothing in me but the mere,0.44,0.3,0.45,0.2,L,5/10
3763,JEAN,"animal, and your love I can never win.",0.44,0.3,0.45,0.2,L,5/10
3764,JULIA,Are you so sure of that?,0.44,0.5,0.45,0.7,L,5/10
3765,JEAN,You mean to say that it might be possible? That I might love,0.44,0.5,0.45,0.7,L,5/10
3766,JEAN,"you: yes, without doubt--for you are beautiful, refined, [goes up",0.44,0.4,0.45,0.2,L,5/10
3767,JEAN,"to her and takes hold of her hand] educated, charming when you want",0.44,0.3,0.45,0.2,L,5/10
3768,JEAN,"to be so, and it is not likely that the flame will ever burn out in",0.44,0.3,0.45,0.2,L,5/10
3769,JEAN,a man who has once been set of fire by you. [Puts his arm around,0.44,0.3,0.45,0.2,L,5/10
3770,JEAN,"her waist] You are like burnt wine with strong spices in it, and",0.44,0.3,0.45,0.2,L,5/10
3771,JEAN,one of your kisses--,0.44,0.4,0.45,0.2,L,5/10
3772,JEAN,hold.],0.44,0.3,0.45,0.2,L,5/10
3773,JULIA,Leave me alone! In that way you cannot win me.,0.44,0.45,0.45,0.7,L,5/10
3774,JEAN,How then?--Not in that way! Not by caresses and sweet words!,0.44,0.9,0.45,0.7,L,5/10
3775,JEAN,"Not by thought for the future, by escape from disgrace! How then?",0.44,0.65,0.45,0.2,L,5/10
3776,JULIA,How? How? I don't know--Not at all! I hate you as I hate,0.44,0.95,0.45,0.7,L,5/10
3777,JULIA,"rats, but I cannot escape from you!",0.44,0.45,0.45,0.2,L,5/10
3778,JEAN,Escape with me!,0.44,0.45,0.45,0.7,L,5/10
3779,JULIA,"[Straightening up] Escape? Yes, we must escape!--But I am so",0.44,0.75,0.45,0.7,L,5/10
3780,JULIA,tired. Give me a glass of wine.,0.44,0.3,0.45,0.2,L,5/10
3781,JULIA,[Looks at her watch] But we must have a talk first. We have,0.44,0.3,0.45,0.2,L,5/10
3782,JULIA,still some time left. [Empties her glass and holds it out for more.],0.44,0.3,0.45,0.2,L,5/10
3783,JEAN,Don't drink so much. It will go to your head.,0.44,0.3,0.45,0.7,L,5/10
3784,JULIA,What difference would that make?,0.44,0.5,0.45,0.7,L,5/10
3785,JEAN,What difference would it make? It's vulgar to get drunk--What,0.44,0.6,0.45,0.7,L,5/10
3786,JEAN,was it you wanted to tell me?,0.44,0.5,0.45,0.2,L,5/10
3787,JULIA,"We must get away. But first we must have a talk--that is, I",0.44,0.4,0.45,0.7,L,5/10
3788,JULIA,"must talk, for so far you have done all the talking. You have told",0.44,0.3,0.45,0.2,L,5/10
3789,JULIA,"me about your life. Now I must tell you about mine, so that we know",0.44,0.3,0.45,0.2,L,5/10
3790,JULIA,each other right to the bottom before we begin the journey together.,0.44,0.3,0.45,0.2,L,5/10
3791,JEAN,"One moment, pardon me! Think first, so that you don't regret",0.44,0.45,0.45,0.7,L,5/10
3792,JEAN,"it afterwards, when you have already given up the secrets of your",0.44,0.3,0.45,0.2,L,5/10
3793,JEAN,life.,0.44,0.3,0.45,0.2,L,5/10
3794,JULIA,Are you not my friend?,0.44,0.5,0.45,0.7,L,5/10
3795,JEAN,"Yes, at times--but don't rely on me.",0.44,0.4,0.45,0.7,L,5/10
3796,JULIA,"You only talk like that--and besides, my secrets are known",0.44,0.4,0.45,0.7,L,5/10
3797,JULIA,"to everybody. You see, my mother was not of noble birth, but came",0.44,0.3,0.45,0.2,L,5/10
3798,JULIA,of quite plain people. She was brought up in the ideas of her time,0.44,0.3,0.45,0.2,L,5/10
3799,JULIA,"about equality, and woman's independence, and that kind of thing.",0.44,0.3,0.45,0.2,L,5/10
3800,JULIA,"And she had a decided aversion to marriage. Therefore, when my",0.44,0.3,0.45,0.2,L,5/10
3801,JULIA,"father proposed to her, she said she wouldn't marry him--and then",0.44,0.4,0.45,0.2,L,5/10
3802,JULIA,she did it just the same. I came into the world--against my,0.44,0.4,0.45,0.2,L,5/10
3803,JULIA,"mother's wish, I have come to think. Then my mother wanted to bring",0.44,0.3,0.45,0.2,L,5/10
3804,JULIA,"me up in a perfectly natural state, and at the same time I was to",0.44,0.3,0.45,0.2,L,5/10
3805,JULIA,"learn everything that a boy is taught, so that I might prove that a",0.44,0.3,0.45,0.2,L,5/10
3806,JULIA,"woman is just as good as a man. I was dressed as a boy, and was",0.44,0.3,0.45,0.2,L,5/10
3807,JULIA,"taught how to handle a horse, but could have nothing to do with the",0.44,0.3,0.45,0.2,L,5/10
3808,JULIA,cows. I had to groom and harness and go hunting on horseback. I was,0.44,0.3,0.45,0.2,L,5/10
3809,JULIA,even forced to learn something about agriculture. And all over the,0.44,0.3,0.45,0.2,L,5/10
3810,JULIA,"estate men were set to do women's work, and women to do men's--with",0.44,0.4,0.45,0.2,L,5/10
3811,JULIA,the result that everything went to pieces and we became the,0.44,0.3,0.45,0.2,L,5/10
3812,JULIA,laughing-stock of the whole neighbourhood. At last my father must,0.44,0.3,0.45,0.2,L,5/10
3813,JULIA,"have recovered from the spell cast over him, for he rebelled, and",0.44,0.3,0.45,0.2,L,5/10
3814,JULIA,everything was changed to suit his own ideas. My mother was taken,0.44,0.3,0.45,0.2,L,5/10
3815,JULIA,"sick--what kind of sickness it was I don't know, but she fell often",0.44,0.4,0.45,0.2,L,5/10
3816,JULIA,"into convulsions, and she used to hide herself in the garret or in",0.44,0.3,0.45,0.2,L,5/10
3817,JULIA,"the garden, and sometimes she stayed out all night. Then came the",0.44,0.3,0.45,0.2,L,5/10
3818,JULIA,"big fire, of which you have heard. The house, the stable, and the",0.44,0.3,0.45,0.2,L,5/10
3819,JULIA,"barn were burned down, and this under circumstances which made it",0.54,0.3,0.45,0.2,L,4/10
3820,JULIA,look as if the fire had been set on purpose. For the disaster,0.44,0.3,0.45,0.2,L,5/10
3821,JULIA,"occurred the day after our insurance expired, and the money sent",0.44,0.3,0.45,0.2,L,5/10
3822,JULIA,for renewal of the policy had been delayed by the messenger's,0.44,0.3,0.45,0.2,L,5/10
3823,JULIA,"carelessness, so that it came too late. [She fills her glass again",0.44,0.3,0.45,0.2,L,5/10
3824,JULIA,and drinks.],0.44,0.3,0.45,0.2,L,5/10
3825,JEAN,Don't drink any more.,0.44,0.3,0.45,0.7,L,5/10
3826,JULIA,"Oh, what does it matter!--We were without a roof over our",0.44,0.55,0.45,0.7,L,5/10
3827,JULIA,heads and had to sleep in the carriages. My father didn't know,0.44,0.3,0.45,0.2,L,5/10
3828,JULIA,where to get money for the rebuilding of the house. Then my mother,0.44,0.3,0.44,0.2,L,5/10
3829,JULIA,"suggested that he try to borrow from a childhood friend of hers, a",0.44,0.3,0.44,0.2,L,5/10
3830,JULIA,brick manufacturer living not far from here. My father got the,0.44,0.3,0.44,0.2,L,5/10
3831,JULIA,"loan, but was not permitted to pay any interest, which astonished",0.44,0.3,0.44,0.2,L,5/10
3832,JULIA,him. And so the house was built up again. [Drinks again] Do you,0.44,0.3,0.44,0.2,L,5/10
3833,JULIA,know who set fire to the house?,0.44,0.5,0.44,0.2,L,5/10
3834,JEAN,"Her ladyship, your mother!",0.44,0.45,0.44,0.7,L,5/10
3835,JULIA,Do you know who the brick manufacturer was?,0.44,0.5,0.44,0.7,L,5/10
3836,JEAN,Your mother's lover?,0.44,0.5,0.44,0.7,L,5/10
3837,JULIA,Do you know to whom the money belonged?,0.45,0.5,0.44,0.7,L,5/10
3838,JEAN,"Wait a minute--no, that I don't know.",0.45,0.4,0.44,0.7,L,5/10
3839,JULIA,To my mother.,0.45,0.3,0.44,0.7,L,5/10
3840,JEAN,"In other words, to the count, if there was no settlement.",0.45,0.3,0.44,0.7,L,5/10
3841,JULIA,There was no settlement. My mother possessed a small fortune,0.45,0.3,0.44,0.7,L,5/10
3842,JULIA,"of her own which she did not want to leave in my father's control,",0.45,0.3,0.44,0.2,L,5/10
3843,JULIA,so she invested it with--her friend.,0.45,0.4,0.44,0.2,L,5/10
3844,JEAN,Who copped it.,0.45,0.3,0.44,0.7,L,5/10
3845,JULIA,Exactly! He kept it. All this came to my father's knowledge.,0.45,0.45,0.44,0.7,L,5/10
3846,JULIA,He couldn't bring suit; he couldn't pay his wife's lover; he,0.45,0.3,0.44,0.2,L,5/10
3847,JULIA,couldn't prove that it was his wife's money. That was my mother's,0.45,0.3,0.44,0.2,L,5/10
3848,JULIA,revenge because he had made himself master in his own house. At,0.65,0.3,0.44,0.2,P,3/10
3849,JULIA,that time he came near shooting himself--it was even rumoured that,0.45,0.4,0.44,0.2,L,5/10
3850,JULIA,"he had tried and failed. But he took a new lease of life, and my",0.45,0.3,0.44,0.2,L,5/10
3851,JULIA,mother had to pay for what she had done. I can tell you that those,0.45,0.3,0.44,0.2,L,5/10
3852,JULIA,were five years I'll never forget! My sympathies were with my,0.45,0.45,0.44,0.2,L,5/10
3853,JULIA,"father, but I took my mother's side because I was not aware of the",0.45,0.3,0.44,0.2,L,5/10
3854,JULIA,true circumstances. From her I learned to suspect and hate men--for,0.45,0.4,0.44,0.2,L,5/10
3855,JULIA,"she hated the whole sex, as you have probably heard--and I promised",0.45,0.4,0.44,0.2,L,5/10
3856,JULIA,her on my oath that I would never become a man's slave.,0.45,0.3,0.44,0.2,L,5/10
3857,JEAN,And so you became engaged to the County Attorney.,0.45,0.3,0.44,0.7,L,5/10
3858,JULIA,"Yes, in order that he should be my slave.",0.45,0.3,0.44,0.7,L,5/10
3859,JEAN,And he didn't want to?,0.45,0.5,0.44,0.7,L,5/10
3860,JULIA,"Oh, he wanted, but I wouldn't let him. I got tired of him.",0.45,0.3,0.44,0.7,L,5/10
3861,JEAN,"Yes, I saw it--in the stable-yard.",0.45,0.4,0.44,0.7,L,5/10
3862,JULIA,What did you see?,0.45,0.5,0.44,0.7,L,5/10
3863,JEAN,Just that--how he broke the engagement.,0.45,0.4,0.44,0.7,L,5/10
3864,JULIA,"That's a lie! It was I who broke it. Did he say he did it,",0.45,0.45,0.44,0.7,L,5/10
3865,JULIA,the scoundrel?,0.45,0.5,0.44,0.2,L,5/10
3866,JEAN,"Oh, he was no scoundrel, I guess. So you hate men, Miss",0.45,0.3,0.44,0.7,L,5/10
3867,JEAN,Julia?,0.45,0.5,0.44,0.2,L,5/10
3868,JULIA,Yes! Most of the time. But now and then--when the weakness,0.45,0.55,0.44,0.7,L,5/10
3869,JULIA,"comes over me--oh, what shame!",0.45,0.55,0.44,0.2,L,5/10
3870,JEAN,And you hate me too?,0.45,0.5,0.44,0.7,L,5/10
3871,JULIA,Beyond measure! I should like to kill you like a wild beast--,0.55,0.55,0.44,0.7,L,4/10
3872,JEAN,As you make haste to shoot a mad dog. Is that right?,0.55,0.5,0.44,0.7,L,4/10
3873,JULIA,That's right!,0.45,0.45,0.44,0.7,L,5/10
3874,JEAN,But now there is nothing to shoot with--and there is no dog.,0.45,0.4,0.44,0.7,L,5/10
3875,JEAN,What are we to do then?,0.45,0.5,0.44,0.2,L,5/10
3876,JULIA,Go abroad.,0.45,0.3,0.44,0.7,L,5/10
3877,JEAN,In order to plague each other to death?,0.55,0.5,0.44,0.7,L,4/10
3878,JULIA,"No-in order to enjoy ourselves: a couple of days, a week, as",0.45,0.3,0.44,0.7,L,5/10
3879,JULIA,long as enjoyment is possible. And then--die!,0.45,0.55,0.44,0.2,L,5/10
3880,JEAN,Die? How silly! Then I think it's much better to start a,0.45,0.65,0.44,0.7,L,5/10
3881,JEAN,hotel.,0.45,0.3,0.44,0.2,L,5/10
3882,JULIA,"[Without listening to JEAN]--At Lake Como, where the sun is",0.45,0.4,0.44,0.7,L,5/10
3883,JULIA,"always shining, and the laurels stand green at Christmas, and the",0.45,0.3,0.44,0.2,L,5/10
3884,JULIA,oranges are glowing.,0.45,0.3,0.44,0.2,L,5/10
3885,JEAN,"Lake Como is a rainy hole, and I could see no oranges except",0.45,0.3,0.44,0.7,L,5/10
3886,JEAN,"in the groceries. But it is a good place for tourists, as it has a",0.45,0.3,0.44,0.2,L,5/10
3887,JEAN,"lot of villas that can be rented to loving couples, and that's a",0.45,0.3,0.44,0.2,L,5/10
3888,JEAN,profitable business--do you know why? Because they take a lease for,0.45,0.6,0.44,0.2,L,5/10
3889,JEAN,six months--and then they leave after three weeks.,0.45,0.4,0.44,0.2,L,5/10
3890,JULIA,[Naïvely] Why after three weeks?,0.45,0.5,0.44,0.7,L,5/10
3891,JEAN,"Because they quarrel, of course. But the rent has to be paid",0.45,0.3,0.44,0.7,L,5/10
3892,JEAN,just the same. And then you can rent the house again. And that way,0.45,0.3,0.44,0.2,L,5/10
3893,JEAN,"it goes on all the time, for there is plenty of love--even if it",0.45,0.4,0.44,0.2,L,5/10
3894,JEAN,doesn't last long.,0.45,0.3,0.44,0.2,L,5/10
3895,JULIA,You don't want to die with me?,0.45,0.5,0.44,0.7,L,5/10
3896,JEAN,"I don't want to die at all. Both because I am fond of living,",0.45,0.3,0.44,0.7,L,5/10
3897,JEAN,and because I regard suicide as a crime against the Providence,0.45,0.3,0.43,0.2,L,5/10
3898,JEAN,which has bestowed life on us.,0.45,0.3,0.43,0.2,L,5/10
3899,JULIA,Do you mean to say that you believe in God?,0.45,0.5,0.43,0.7,L,5/10
3900,JEAN,"Of course, I do. And I go to church every other Sunday.",0.45,0.3,0.43,0.7,L,5/10
3901,JEAN,"Frankly speaking, now I am tired of all this, and now I am going to",0.45,0.3,0.43,0.2,L,5/10
3902,JEAN,bed.,0.45,0.3,0.43,0.2,L,5/10
3903,JULIA,So! And you think that will be enough for me? Do you know,0.45,0.65,0.43,0.7,L,5/10
3904,JULIA,what you owe a woman that you have spoiled?,0.45,0.5,0.43,0.2,L,5/10
3905,JEAN,[Takes out his purse and throws a silver coin on the table],0.45,0.3,0.43,0.7,L,5/10
3906,JEAN,You're welcome! I don't want to be in anybody's debt.,0.45,0.45,0.43,0.2,L,5/10
3907,JULIA,[Pretending not to notice the insult] Do you know what the,0.45,0.3,0.43,0.7,L,5/10
3908,JULIA,law provides--,0.45,0.4,0.43,0.2,L,5/10
3909,JEAN,Unfortunately the law provides no punishment for a woman,0.45,0.3,0.43,0.7,L,5/10
3910,JEAN,who seduces a man.,0.45,0.3,0.43,0.2,L,5/10
3911,JULIA,[As before] Can you think of any escape except by our,0.45,0.3,0.43,0.7,L,5/10
3912,JULIA,"going abroad and getting married, and then getting a divorce?",0.45,0.5,0.43,0.2,L,5/10
3913,JEAN,Suppose I refuse to enter into this _mésaillance_?,0.45,0.5,0.43,0.7,L,5/10
3914,JULIA,_Mésaillance_--,0.45,0.4,0.43,0.7,L,5/10
3915,JEAN,"Yes, for me. You see, I have better ancestry than you, for",0.45,0.3,0.43,0.7,L,5/10
3916,JEAN,nobody in my family was ever guilty of arson.,0.45,0.3,0.43,0.2,L,5/10
3917,JULIA,How do you know?,0.45,0.5,0.43,0.7,L,5/10
3918,JEAN,"Well, nothing is known to the contrary, for we keep no",0.45,0.3,0.43,0.7,L,5/10
3919,JEAN,Pedigrees--except in the police bureau. But I have read about your,0.45,0.4,0.43,0.2,L,5/10
3920,JEAN,pedigree in a book that was lying on the drawing-room table. Do you,0.45,0.3,0.43,0.2,L,5/10
3921,JEAN,know who was your first ancestor? A miller who let his wife sleep,0.45,0.5,0.43,0.2,L,5/10
3922,JEAN,with the king one night during the war with Denmark. I have no such,0.45,0.3,0.43,0.2,L,5/10
3923,JEAN,"ancestry. I have none at all, but I can become an ancestor myself.",0.46,0.3,0.43,0.2,L,5/10
3924,JULIA,That's what I get for unburdening my heart to one not worthy,0.46,0.3,0.43,0.7,L,5/10
3925,JULIA,of it; for sacrificing my family's honour--,0.46,0.4,0.43,0.2,L,5/10
3926,JEAN,"Dishonour! Well, what was it I told you? You shouldn't drink,",0.46,0.65,0.43,0.7,L,5/10
3927,JEAN,for then you talk. And you must not talk!,0.46,0.45,0.43,0.2,L,5/10
3928,JULIA,"Oh, how I regret what I have done! How I regret it! If at",0.46,0.6,0.43,0.7,L,5/10
3929,JULIA,least you loved me!,0.46,0.45,0.43,0.2,L,5/10
3930,JEAN,For the last time: what do you mean? Am I to weep? Am I to,0.46,0.7,0.43,0.7,L,5/10
3931,JEAN,"jump over your whip? Am I to kiss you, and lure you down to Lake",0.46,0.5,0.43,0.2,L,5/10
3932,JEAN,"Como for three weeks, and so on? What am I to do? What do you",0.46,0.7,0.43,0.2,L,5/10
3933,JEAN,expect? This is getting to be rather painful! But that's what comes,0.46,0.65,0.43,0.2,L,5/10
3934,JEAN,from getting mixed up with women. Miss Julia! I see that you are,0.46,0.45,0.43,0.2,L,5/10
3935,JEAN,unhappy; I know that you are suffering; but I cannot understand,0.46,0.3,0.43,0.2,L,5/10
3936,JEAN,you. We never carry on like that. There is never any hatred between,0.46,0.3,0.43,0.2,L,5/10
3937,JEAN,"us. Love is to us a play, and we play at it when our work leaves us",0.46,0.3,0.43,0.2,L,5/10
3938,JEAN,time to do so. But we have not the time to do so all day and all,0.46,0.3,0.43,0.2,L,5/10
3939,JEAN,"night, as you have. I believe you are sick--I am sure you are sick.",0.46,0.4,0.43,0.2,L,5/10
3940,JULIA,You should be good to me--and now you speak like a human,0.46,0.4,0.43,0.7,L,5/10
3941,JULIA,being.,0.46,0.3,0.43,0.2,L,5/10
3942,JEAN,"All right, but be human yourself. You spit on me, and then",0.46,0.3,0.43,0.7,L,5/10
3943,JEAN,you won't let me wipe myself--on you!,0.46,0.55,0.43,0.2,L,5/10
3944,JULIA,"Help me, help me! Tell me only what I am to do--where I am",0.46,0.55,0.43,0.7,L,5/10
3945,JULIA,to turn?,0.46,0.5,0.43,0.2,L,5/10
3946,JEAN,"O Lord, if I only knew that myself!",0.46,0.45,0.43,0.7,L,5/10
3947,JULIA,"I have been exasperated, I have been mad, but there ought to",0.56,0.3,0.43,0.7,L,4/10
3948,JULIA,be some way of saving myself.,0.46,0.3,0.43,0.2,L,5/10
3949,JEAN,Stay right here and keep quiet. Nobody knows anything.,0.46,0.3,0.43,0.7,L,5/10
3950,JULIA,"Impossible! The people know, and Christine knows.",0.46,0.45,0.43,0.7,L,5/10
3951,JEAN,"They don't know, and they would never believe it possible.",0.46,0.3,0.43,0.7,L,5/10
3952,JULIA,[Hesitating] But-it might happen again.,0.46,0.3,0.43,0.7,L,5/10
3953,JEAN,That's true.,0.46,0.3,0.43,0.7,L,5/10
3954,JULIA,And the results?,0.46,0.5,0.43,0.7,L,5/10
3955,JEAN,[Frightened] The results! Where was my head when I didn't,0.46,0.45,0.43,0.7,L,5/10
3956,JEAN,"think of that! Well, then there is only one thing to do--you must",0.46,0.55,0.43,0.2,L,5/10
3957,JEAN,"leave. At once! I can't go with you, for then everything would be",0.46,0.45,0.43,0.2,L,5/10
3958,JEAN,"lost, so you must go alone--abroad--anywhere!",0.46,0.65,0.43,0.2,L,5/10
3959,JULIA,Alone? Where?--I can't do it.,0.46,0.8,0.43,0.7,L,5/10
3960,JEAN,"You must! And before the count gets back. If you stay, then",0.46,0.45,0.43,0.7,L,5/10
3961,JEAN,"you know what will happen. Once on the wrong path, one wants to",0.46,0.3,0.43,0.2,L,5/10
3962,JEAN,"keep on, as the harm is done anyhow. Then one grows more and more",0.46,0.3,0.43,0.2,L,5/10
3963,JEAN,reckless--and at last it all comes out. So you must get away! Then,0.46,0.55,0.43,0.2,L,5/10
3964,JEAN,"you can write to the count and tell him everything, except that it",0.46,0.3,0.43,0.2,L,5/10
3965,JEAN,was me. And he would never guess it. Nor do I think he would be,0.46,0.3,0.43,0.2,L,5/10
3966,JEAN,very anxious to find out.,0.46,0.3,0.42,0.2,L,5/10
3967,JULIA,I'll go if you come with me.,0.46,0.3,0.42,0.7,L,5/10
3968,JEAN,"Are you stark mad, woman? Miss Julia to run away with her",0.56,0.5,0.42,0.7,L,4/10
3969,JEAN,"valet! It would be in the papers in another day, and the count",0.46,0.45,0.42,0.2,L,5/10
3970,JEAN,could never survive it.,0.46,0.3,0.42,0.2,L,5/10
3971,JULIA,"I can't leave! I can't stay! Help me! I am so tired, so",0.46,0.75,0.42,0.7,L,5/10
3972,JULIA,"fearfully tired. Give me orders! Set me going, for I can no longer",0.46,0.45,0.42,0.2,L,5/10
3973,JULIA,"think, no longer act—-",0.46,0.3,0.42,0.2,L,5/10
3974,JEAN,Do you see now what good-for-nothings you are! Why do you,0.46,0.45,0.42,0.7,L,5/10
3975,JEAN,strut and turn up your noses as if you were the lords of creation?,0.46,0.5,0.42,0.2,L,5/10
3976,JEAN,"Well, I am going to give you orders. Go up and dress. Get some",0.46,0.3,0.42,0.2,L,5/10
3977,JEAN,"travelling money, and then come back again.",0.46,0.3,0.42,0.2,L,5/10
3978,JULIA,[In an undertone] Come up with me!,0.46,0.45,0.42,0.7,L,5/10
3979,JEAN,To your room? Now you're crazy again! [Hesitates a moment],0.46,0.65,0.42,0.7,L,5/10
3980,JEAN,"No, you must go at once! [Takes her by the hand and leads her out.]",0.46,0.45,0.42,0.2,L,5/10
3981,JULIA,"[On her way out] Can't you speak kindly to me, Jean?",0.46,0.5,0.42,0.7,L,5/10
3982,JEAN,An order must always sound unkind. Now you can find out how,0.46,0.3,0.42,0.7,L,5/10
3983,JEAN,it feels!,0.46,0.45,0.42,0.2,L,5/10
3984,JEAN,out a note-book and a pencil; figures aloud from time to time; dumb,0.46,0.3,0.42,0.2,L,5/10
3985,JEAN,play until CHRISTINE enters dressed for church; she has a false,0.46,0.3,0.42,0.2,L,5/10
3986,JEAN,shirt front and a white tie in one of her hands.],0.46,0.3,0.42,0.2,L,5/10
3987,CHRISTINE,"Goodness gracious, how the place looks! What have you",0.46,0.45,0.42,0.7,L,5/10
3988,CHRISTINE,been up to anyhow?,0.46,0.5,0.42,0.2,L,5/10
3989,JEAN,"Oh, it was Miss Julia who dragged in the people. Have you",0.46,0.3,0.42,0.7,L,5/10
3990,JEAN,been sleeping so hard that you didn't hear anything at all?,0.46,0.5,0.42,0.2,L,5/10
3991,CHRISTINE,I have been sleeping like a log.,0.46,0.3,0.42,0.7,L,5/10
3992,JEAN,And dressed for church already?,0.46,0.5,0.42,0.7,L,5/10
3993,CHRISTINE,"Yes, didn't you promise to come with me to communion",0.46,0.3,0.42,0.7,L,5/10
3994,CHRISTINE,to-day?,0.46,0.5,0.42,0.2,L,5/10
3995,JEAN,"Oh, yes, I remember now. And there you've got the finery.",0.46,0.3,0.42,0.7,L,5/10
3996,JEAN,"Well, come on with it. [Sits down; CHRISTINE helps him to put on",0.46,0.3,0.42,0.2,L,5/10
3997,JEAN,the shirt front and the white tie.],0.46,0.3,0.42,0.2,L,5/10
3998,JEAN,[Sleepily] What's the text to-day?,0.46,0.5,0.42,0.2,L,5/10
3999,CHRISTINE,"Oh, about John the Baptist beheaded, I guess.",0.46,0.3,0.42,0.7,L,5/10
4000,JEAN,"That's going to be a long story, I'm sure. My, but you choke",0.46,0.3,0.42,0.7,L,5/10
4001,JEAN,"me! Oh, I'm so sleepy, so sleepy!",0.46,0.6,0.42,0.2,L,5/10
4002,CHRISTINE,"Well, what has been keeping you up all night? Why, man,",0.46,0.5,0.42,0.7,L,5/10
4003,CHRISTINE,you're just green in the face!,0.46,0.45,0.42,0.2,L,5/10
4004,JEAN,I have been sitting here talking with Miss Julia.,0.46,0.3,0.42,0.7,L,5/10
4005,CHRISTINE,"She hasn't an idea of what's proper, that creature!",0.46,0.45,0.42,0.7,L,5/10
4006,JEAN,"Say, Christine.",0.46,0.3,0.42,0.7,L,5/10
4007,CHRISTINE,Well?,0.46,0.5,0.42,0.7,L,5/10
4008,JEAN,"Isn't it funny anyhow, when you come to think of it? Her!",0.46,0.65,0.42,0.7,L,5/10
4009,CHRISTINE,What is it that's funny?,0.47,0.5,0.42,0.7,L,5/10
4010,JEAN,Everything!,0.47,0.45,0.42,0.7,L,5/10
4011,CHRISTINE,[Seeing the glasses on the table that are only,0.47,0.3,0.42,0.7,L,5/10
4012,CHRISTINE,half-emptied] So you've been drinking together also?,0.47,0.5,0.42,0.2,L,5/10
4013,JEAN,Yes.,0.47,0.3,0.42,0.7,L,5/10
4014,CHRISTINE,Shame on you! Look me in the eye!,0.47,0.6,0.42,0.7,L,5/10
4015,JEAN,Yes.,0.47,0.3,0.42,0.7,L,5/10
4016,CHRISTINE,Is it possible? Is it possible?,0.47,0.7,0.42,0.7,L,5/10
4017,JEAN,"[After a moment's thought] Yes, it is!",0.47,0.45,0.42,0.7,L,5/10
4018,CHRISTINE,Ugh! That's worse than I could ever have believed. It's,0.47,0.45,0.42,0.7,L,5/10
4019,CHRISTINE,awful!,0.47,0.45,0.42,0.2,L,5/10
4020,JEAN,"You are not jealous of her, are you?",0.47,0.5,0.42,0.7,L,5/10
4021,CHRISTINE,"No, not of her. Had it been Clara or Sophie, then I'd",0.47,0.3,0.42,0.7,L,5/10
4022,CHRISTINE,"have scratched your eyes out. Yes, that's the way I feel about it,",0.47,0.3,0.42,0.2,L,5/10
4023,CHRISTINE,"and I can't tell why. Oh my, but that was nasty!",0.47,0.45,0.42,0.2,L,5/10
4024,JEAN,Are you mad at her then?,0.57,0.5,0.42,0.7,L,4/10
4025,CHRISTINE,"No, but at you! It was wrong of you, very wrong! Poor",0.47,0.6,0.42,0.7,L,5/10
4026,CHRISTINE,"girl! No, I tell you, I don't want to stay in this house any",0.47,0.45,0.42,0.2,L,5/10
4027,CHRISTINE,"longer, with people for whom it is impossible to have any respect.",0.47,0.3,0.42,0.2,L,5/10
4028,JEAN,Why should you have any respect for them?,0.47,0.5,0.42,0.7,L,5/10
4029,CHRISTINE,And you who are such a smarty can't tell that! You,0.47,0.45,0.42,0.7,L,5/10
4030,CHRISTINE,"wouldn't serve people who don't act decently, would you? It's to",0.47,0.5,0.42,0.2,L,5/10
4031,CHRISTINE,"lower oneself, I think.",0.47,0.3,0.42,0.2,L,5/10
4032,JEAN,"Yes, but it ought to be a consolation to us that they are not",0.47,0.3,0.42,0.7,L,5/10
4033,JEAN,a bit better than we.,0.47,0.3,0.42,0.2,L,5/10
4034,CHRISTINE,"No, I don't think so. For if they're no better, then",0.47,0.3,0.42,0.7,L,5/10
4035,CHRISTINE,it's no use trying to get up to them. And just think of the count!,0.47,0.45,0.41,0.2,L,5/10
4036,CHRISTINE,"Think of him who has had so much sorrow in his day! No, I don't",0.47,0.45,0.41,0.2,L,5/10
4037,CHRISTINE,"want to stay any longer in this house--And with a fellow like you,",0.47,0.4,0.41,0.2,L,5/10
4038,CHRISTINE,too. If it had been the county attorney--if it had only been some,0.47,0.4,0.41,0.2,L,5/10
4039,CHRISTINE,one of her own sort--,0.47,0.4,0.41,0.2,L,5/10
4040,JEAN,Now look here!,0.47,0.45,0.41,0.7,L,5/10
4041,CHRISTINE,"Yes, yes! You're all right in your way, but there's",0.47,0.45,0.41,0.7,L,5/10
